ci_year,ci_term,si_grad,si_ent_gubun,agescale,si_sex,si_last_hak,schoarYn,accept_point,avg_logincnt,avg_att_time,avg_att_rate,avg_bbscnt,avg_startlogin,entYn,classcnt,pre_avg_te_avg,pre_avg_te_passrate,pre_gradcnt,counsel,stdResult
2015,2,1,1,20,2,1,1,0,25,290,91.76,0,14,0,6,2.88,100,1,0,1
2015,2,1,1,20,2,1,1,0,73,259,100,0,33,0,7,3.75,100,1,0,1
2015,2,1,1,30,1,3,1,0,20,110,93.27,0,11,0,5,3.75,100,1,0,1
2015,2,1,1,40,2,1,1,0,105,149,100,0,44,0,6,4,100,1,0,1
2015,2,1,1,20,1,1,1,0,52,308,100,0,29,0,6,3.75,100,1,0,1
2015,2,1,1,20,2,1,1,0,30,260,97.2,0,14,0,6,3,100,1,0,1
2015,2,1,1,20,2,1,0,0,24,71,98.75,0,7,0,6,2.83,100,1,0,1
2015,2,1,1,30,1,1,1,0,37,394,100,0,17,0,6,3.75,100,1,0,1
2015,2,1,1,40,2,1,1,0,61,300,100,2,33,0,6,3.38,100,1,0,1
2015,2,1,1,30,1,1,1,0,68,490,100,1,28,0,7,4.08,100,1,0,1
2015,2,1,1,30,1,1,1,0,47,529,100,0,19,0,6,3.33,100,1,0,1
2015,2,1,1,20,2,2,1,0,66,335,100,0,27,0,7,3.58,100,1,0,1
2015,2,1,1,30,1,1,1,0,48,286,90.44,0,23,0,6,3.4,100,1,0,1
2015,2,1,1,30,1,1,1,0,74,360,99.78,2,32,0,5,4.5,100,1,0,1
2015,2,1,1,30,1,1,1,0,58,278,97.5,0,23,0,6,3,100,1,0,1
2015,2,1,1,20,1,1,1,0,54,401,99.83,0,24,0,7,4,100,1,0,1
2015,2,1,1,20,1,1,1,0,14,275,95.58,0,6,0,5,3.13,100,1,0,1
2015,2,1,1,20,1,1,1,0,55,353,100,0,25,0,6,1.88,0,1,0,1
2015,2,1,1,40,2,1,1,0,60,231,100.88,0,31,0,6,2.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,44,400,100,0,16,0,6,3.67,100,1,0,1
2015,2,1,1,20,1,1,1,0,83,356,100,0,36,0,7,3.5,100,1,0,1
2015,2,1,1,20,1,1,1,0,59,312,99.52,0,24,0,7,4.08,100,1,0,1
2015,2,1,1,30,1,1,1,0,85,291,100,0,31,0,7,3.75,100,1,0,1
2015,2,1,1,30,2,1,1,0,83,540,100,0,30,0,7,3.63,100,1,0,1
2015,2,1,1,30,1,1,1,0,27,226,100,0,10,0,4,3.38,100,1,0,1
2015,2,1,1,30,1,1,0,0,15,79,94.18,0,11,0,5,1.8,0,1,0,1
2015,2,1,1,30,1,1,1,0,64,438,100,0,26,0,6,3.5,100,1,0,1
2015,2,1,1,20,1,1,1,0,19,103,88.14,0,9,0,5,3,100,1,0,1
2015,2,1,1,20,1,1,0,0,30,137,86.78,0,17,0,3,0,0,1,0,1
2015,2,1,1,30,2,1,1,0,63,229,99.56,1,33,0,6,3.88,100,1,0,1
2015,2,1,1,20,1,1,1,0,18,152,77.14,1,8,0,4,0,0,1,0,1
2015,2,1,1,40,1,1,1,0,72,370,100,1,29,0,6,3.33,100,1,0,1
2015,2,1,1,40,2,2,1,0,48,295,94.02,2,23,0,6,3.25,100,1,0,1
2015,2,1,1,20,2,1,1,0,39,309,93.16,0,15,0,6,4.25,100,1,0,1
2015,2,1,1,30,1,1,0,0,17,96,93.78,0,10,0,6,2.83,0,1,0,1
2015,2,1,1,30,1,1,1,0,14,102,91.69,0,11,0,5,3.8,100,1,0,1
2015,2,1,1,20,1,1,1,0,44,251,94.07,0,18,0,6,3.08,100,1,0,1
2015,2,1,1,30,2,1,1,0,43,384,97.11,0,15,0,6,4.1,100,1,0,1
2015,2,1,1,20,2,2,0,0,0,0,17.4,0,0,0,6,2.13,100,1,0,1
2015,2,1,1,30,1,3,1,0,111,250,100,9,44,0,7,4.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,31,331,96.99,0,18,0,7,3.58,100,1,0,1
2015,2,1,1,40,1,1,1,0,34,385,100,0,16,0,6,2.33,100,1,0,1
2015,2,1,1,50,2,1,1,0,66,271,100,4,23,0,4,4,100,1,0,1
2015,2,1,1,20,2,1,1,0,43,318,81.54,3,18,0,6,3.42,100,1,0,1
2015,2,1,1,40,1,3,1,0,90,304,100,1,34,0,6,3.63,100,1,0,1
2015,2,1,1,40,2,1,1,0,79,338,100,8,34,0,5,4.4,100,1,0,1
2015,2,1,1,20,1,1,1,0,12,25,38.13,0,8,0,2,1.25,0,1,0,1
2015,2,1,1,20,2,1,1,0,39,344,79.33,0,15,0,6,2.75,100,1,0,1
2015,2,1,1,20,2,1,1,0,60,368,100,0,30,0,7,4.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,63,302,100,0,28,0,5,3.3,100,1,0,1
2015,2,1,1,30,1,1,1,0,36,332,97.2,0,12,0,4,4,100,1,0,1
2015,2,1,1,30,1,1,1,0,69,488,100,0,29,0,6,3.33,100,1,0,1
2015,2,1,1,20,2,1,1,0,33,224,100,0,14,0,3,2.7,100,1,0,1
2015,2,1,1,20,1,1,0,0,31,223,88.32,0,10,0,6,2.8,100,1,0,1
2015,2,1,1,20,1,1,1,0,17,71,93.8,0,11,0,6,3.08,100,1,0,1
2015,2,1,1,30,1,1,1,0,81,138,100,1,43,0,7,3.5,100,1,0,1
2015,2,1,1,50,1,1,1,0,72,263,100,1,36,0,6,4.08,100,1,0,1
2015,2,1,1,50,2,1,1,0,97,288,100,1,41,0,6,4.33,100,1,0,1
2015,2,1,1,50,1,1,1,0,76,265,100,0,33,0,5,4.2,100,1,0,1
2015,2,1,1,40,1,1,0,0,48,475,100,3,20,0,6,2.88,100,1,0,1
2015,2,1,1,40,2,2,1,0,67,363,98.87,0,27,0,7,3.5,100,1,0,1
2015,2,1,1,20,1,1,0,0,24,328,85.2,0,6,0,6,2.5,100,1,0,1
2015,2,1,1,20,1,1,0,0,31,118,91.09,0,15,0,4,2.25,100,1,0,1
2015,2,1,1,40,2,3,1,0,79,363,100,2,32,0,6,4.5,100,1,0,1
2015,2,1,1,50,1,1,1,0,75,332,100,0,35,0,6,3,100,1,0,1
2015,2,1,1,30,1,1,0,0,11,42,91.06,0,5,0,4,2.88,100,1,0,1
2015,2,1,1,20,2,1,1,0,42,104,98.95,0,19,0,5,3.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,46,144,98.4,1,26,0,6,3.83,100,1,0,1
2015,2,1,1,20,1,1,1,0,40,386,99.63,1,17,0,6,3.3,100,1,0,1
2015,2,1,1,20,2,2,1,0,54,267,100,1,26,0,5,4.25,100,1,0,1
2015,2,1,1,40,2,1,0,0,63,434,100,0,28,0,6,2.75,100,1,0,1
2015,2,1,1,20,2,1,1,0,60,426,100,0,24,0,6,2.83,100,1,0,1
2015,2,1,1,20,2,1,1,0,63,247,97.81,1,28,0,6,3.63,100,1,0,1
2015,2,1,1,40,1,1,1,0,25,84,90.79,0,12,0,2,3.08,100,1,0,1
2015,2,1,1,40,2,1,1,0,78,335,100,0,35,0,6,4.32,100,1,0,1
2015,2,1,1,20,1,1,1,0,31,79,97.81,0,16,0,6,3.5,100,1,0,1
2015,2,1,1,30,1,1,1,0,44,447,100,0,16,0,6,3.33,100,1,0,1
2015,2,1,1,30,2,1,1,0,58,300,93.59,0,30,0,6,3.8,100,1,0,1
2015,2,1,1,30,1,1,1,0,49,546,100,1,19,0,7,3.92,100,1,0,1
2015,2,1,1,40,1,3,1,0,107,544,100,17,41,0,7,4.08,100,1,0,1
2015,2,1,1,30,1,1,1,0,46,352,83.14,0,20,0,7,3.5,100,1,0,1
2015,2,1,1,20,1,1,1,0,52,501,100,0,21,0,7,3.5,100,1,0,1
2015,2,1,1,40,1,1,1,0,72,404,100,0,33,0,6,4.5,100,1,0,1
2015,2,1,1,40,1,1,1,0,42,391,93.98,0,22,0,6,2.92,100,1,0,1
2015,2,1,1,40,1,1,1,0,50,245,100,0,20,0,6,4.33,100,1,0,1
2015,2,1,1,50,1,1,1,0,107,245,100,21,44,0,6,4.25,100,1,0,1
2015,2,1,1,40,1,1,1,0,82,278,100,0,36,0,6,3.33,100,1,0,1
2015,2,1,1,20,1,1,1,0,22,93,100,0,11,0,6,3.17,100,1,0,1
2015,2,1,1,20,1,1,0,0,5,66,61.52,0,5,0,6,2.25,100,1,0,1
2015,2,1,1,50,1,1,0,0,4,47,49.3,0,4,0,4,0,0,1,0,1
2015,2,1,1,50,1,1,1,0,70,245,100,1,31,0,6,4.25,100,1,0,1
2015,2,1,1,40,1,1,1,0,66,334,100,1,32,0,7,4,100,1,0,1
2015,2,1,1,30,1,1,1,0,82,245,100,0,36,0,6,3.83,100,1,0,1
2015,2,1,1,20,1,1,0,0,32,298,99.23,0,17,0,6,2.42,100,1,0,1
2015,2,1,1,30,1,1,1,0,43,446,88.31,0,19,0,7,3.75,100,1,0,1
2015,2,1,1,20,1,1,1,0,42,396,100,0,21,0,6,3.42,100,1,0,1
2015,2,1,1,40,1,1,1,0,56,245,100,0,23,0,6,4.17,100,1,0,1
2015,2,1,1,20,2,1,1,0,40,318,100,0,16,0,5,3.4,100,1,0,1
2015,2,1,1,50,1,1,1,0,62,245,100,15,31,0,6,4.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,80,261,100,2,39,0,6,4.17,100,1,0,1
2015,2,1,1,30,1,1,1,0,55,393,100,0,22,0,7,3.5,100,1,0,1
2015,2,1,1,30,2,1,1,0,23,189,96.54,0,13,0,4,3.8,100,1,0,1
2015,2,1,1,20,1,1,1,0,41,349,100,0,17,0,4,3.88,100,1,0,1
2015,2,1,1,30,1,1,1,0,51,349,99.45,0,19,0,6,4.17,100,1,0,1
2015,2,1,1,40,2,1,1,0,105,454,100,18,45,0,7,3.83,100,1,0,1
2015,2,1,1,20,2,1,1,0,63,426,100,0,30,0,6,3.25,100,1,0,1
2015,2,1,1,30,1,1,1,0,28,217,100,0,10,0,5,3,100,1,0,1
2015,2,1,1,30,1,1,1,0,71,338,100,1,26,0,6,4.33,100,1,0,1
2015,2,1,1,20,2,1,1,0,42,190,96,2,21,0,5,3.75,100,1,0,1
2015,2,1,1,30,1,1,1,0,46,237,99.63,0,19,0,6,3.42,100,1,0,1
2015,2,1,1,30,1,1,1,0,37,153,100,0,18,0,5,3.75,100,1,0,1
2015,2,1,1,40,2,1,1,0,95,351,100,10,44,0,7,4.5,100,1,0,1
2015,2,1,1,20,1,1,1,0,21,102,99.02,0,11,0,6,2.92,100,1,0,1
2015,2,1,1,30,1,1,0,0,26,191,99.53,0,13,0,5,2.8,100,1,0,1
2015,2,1,1,30,1,1,1,0,19,38,91.27,0,9,0,3,3.2,100,1,0,1
2015,2,1,1,20,2,1,1,0,31,92,92.7,0,27,0,6,3.8,100,1,0,1
2015,2,1,1,40,1,1,1,0,69,387,100,0,27,0,6,3.08,100,1,0,1
2015,2,1,1,20,1,1,1,0,38,296,100,0,15,0,7,3.67,100,1,0,1
2015,2,1,1,30,2,1,1,0,74,192,100,4,36,0,6,3.08,100,1,0,1
2015,2,1,1,40,1,1,1,0,86,218,100,2,36,0,7,4.2,100,1,0,1
2015,2,1,1,40,2,1,1,0,61,140,100,0,26,0,5,3.63,100,1,0,1
2015,2,1,1,50,1,1,1,0,53,291,100,0,27,0,6,3.13,100,1,0,1
2015,2,1,1,30,2,1,1,0,95,174,100,0,43,0,6,4.32,100,1,0,1
2015,2,1,1,40,1,1,1,0,44,260,100,0,22,0,6,4.08,100,1,0,1
2015,2,1,1,40,2,1,1,0,49,181,98.52,1,21,0,6,3,100,1,0,1
2015,2,1,1,20,1,1,1,0,72,174,100,0,30,0,6,3,100,1,0,1
2015,2,1,1,20,2,1,1,0,50,274,96.46,0,24,0,6,3.08,100,1,0,1
2015,2,1,1,40,2,1,1,0,76,197,100,0,33,0,6,3.25,100,1,0,1
2015,2,1,1,50,2,1,1,0,51,208,100,0,25,0,6,3.83,100,1,0,1
2015,2,1,1,30,2,1,1,0,54,245,100,0,28,0,5,3.13,100,1,0,1
2015,2,1,1,30,2,1,1,0,60,198,100,0,27,0,5,3.63,100,1,0,1
2015,2,1,1,20,2,1,1,0,73,197,99.62,1,34,0,7,3.58,100,1,0,1
2015,2,1,1,40,2,1,1,0,62,189,100,0,32,0,6,3.5,100,1,0,1
2015,2,1,1,20,2,1,1,0,51,393,96,0,26,0,6,1.63,0,1,0,1
2015,2,1,1,20,2,1,1,0,32,84,100,0,18,0,6,3,100,1,0,1
2015,2,1,1,30,1,1,0,0,12,64,67.12,2,8,0,5,1.7,0,1,0,1
2015,2,1,1,20,2,2,1,0,80,338,99.61,0,34,0,6,3.25,100,1,0,1
2015,2,1,1,40,2,1,1,0,63,292,98.67,1,23,0,5,4.13,100,1,0,1
2015,2,1,1,40,2,1,1,0,75,340,100,0,36,0,6,3.92,100,1,0,1
2015,2,1,1,30,1,1,1,0,36,282,99.05,0,16,0,7,2.58,100,1,0,1
2015,2,1,1,50,2,1,1,0,69,238,95.09,0,34,0,5,3.38,100,1,0,1
2015,2,1,1,40,2,1,1,0,63,204,100,0,26,0,4,3,100,1,0,1
2015,2,1,1,50,2,1,1,0,50,237,97.61,0,25,0,5,3,100,1,0,1
2015,2,1,1,30,2,1,1,0,82,428,100,0,34,0,6,3.08,100,1,0,1
2015,2,1,1,40,2,1,1,0,69,128,100,1,24,0,3,3.17,100,1,0,1
2015,2,1,1,40,2,1,1,0,74,292,99.61,1,30,0,6,3.63,100,1,0,1
2015,2,1,1,20,1,1,1,0,61,167,100,0,28,0,7,3.92,100,1,0,1
2015,2,1,1,40,1,2,1,0,63,192,100,2,25,0,4,4,100,1,0,1
2015,2,1,1,20,1,1,0,0,39,260,100,0,21,0,5,2.67,100,1,0,1
2015,2,1,1,20,2,1,1,0,86,201,100,0,38,0,6,4.08,100,1,0,1
2015,2,1,1,20,2,1,1,0,35,254,98.25,0,16,0,6,4,100,1,0,1
2015,2,1,1,20,1,1,0,0,10,215,67.53,0,4,0,4,0.63,0,1,0,1
2015,2,1,1,40,1,1,1,0,85,160,100,0,37,0,6,3.67,100,1,0,1
2015,2,1,1,20,2,1,1,0,60,407,100,0,22,0,7,4.42,100,1,0,1
2015,2,1,1,30,1,1,1,0,34,220,89.2,0,16,0,5,3.33,100,1,0,1
2015,2,1,1,40,2,1,1,0,34,247,100,2,14,0,6,3.33,100,1,0,1
2015,2,1,1,20,1,1,1,0,35,334,95.19,0,14,0,6,3.17,100,1,0,1
2015,2,1,1,20,1,1,1,0,18,142,100,0,7,0,3,3.33,100,1,0,1
2015,2,1,1,20,1,1,1,0,44,357,91.33,0,22,0,6,3.42,100,1,0,1
2015,2,1,1,20,1,1,1,0,81,223,100,0,29,0,6,4,100,1,0,1
2015,2,1,1,20,2,1,1,0,62,357,100,0,23,0,7,3.83,100,1,0,1
2015,2,1,1,30,2,1,1,0,73,318,100,1,30,0,7,3.5,100,1,0,1
2015,2,1,1,30,1,1,1,0,55,174,100,2,25,0,5,3.8,100,1,0,1
2015,2,1,1,20,2,1,1,0,54,298,100,0,24,0,6,3.67,100,1,0,1
2015,2,1,1,20,2,1,1,0,61,310,98.84,1,29,0,6,3.63,100,1,0,1
2015,2,1,1,20,1,1,1,0,52,251,100,0,21,0,4,3.7,100,1,0,1
2015,2,1,1,30,1,1,1,0,55,241,100,0,25,0,4,3.75,100,1,0,1
2015,2,1,1,20,2,1,1,0,75,298,100,0,32,0,6,3.83,100,1,0,1
2015,2,1,1,40,1,1,1,0,77,336,100,0,33,0,7,3.8,100,1,0,1
2015,2,1,1,30,1,1,1,0,60,393,99.81,0,25,0,6,4.13,100,1,0,1
2015,2,1,1,30,2,1,1,0,71,298,100,2,35,0,6,4.08,100,1,0,1
2015,2,1,1,20,1,1,1,0,46,229,98.82,0,26,0,5,3.7,100,1,0,1
2015,2,1,1,20,1,1,1,0,41,319,100,0,24,0,7,4.38,100,1,0,1
2015,2,1,1,30,1,1,1,0,29,108,92.77,0,8,0,4,2.25,100,1,0,1
2015,2,1,1,30,1,1,0,0,3,13,42.11,0,2,0,3,2.25,0,1,0,1
2015,2,1,1,20,1,1,1,0,49,390,100,0,20,0,6,4,100,1,0,1
2015,2,1,1,30,1,1,1,0,21,137,96.32,0,11,0,4,1.67,0,1,0,1
2015,2,1,1,20,1,1,1,0,81,93,100,9,35,0,6,3.75,100,1,0,1
2015,2,1,1,20,2,1,1,0,60,246,100,0,24,0,6,3.17,100,1,0,1
2015,2,1,1,50,2,1,1,0,63,227,100,2,28,0,6,3,100,1,0,1
2015,2,1,1,30,2,3,1,0,66,255,100,2,31,0,7,4.42,100,1,0,1
2015,2,1,1,20,2,1,1,0,56,91,100,0,31,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,39,377,95.59,0,17,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,44,332,100,1,18,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,24,315,87.63,1,9,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,44,317,100,0,21,1,5,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,56,358,100,0,28,1,6,0,0,0,0,1
2015,2,1,1,30,2,1,1,0,9,44,36.86,0,5,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,53,394,100,0,26,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,69,403,100,1,27,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,64,462,100,1,31,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,45,132,100,0,26,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,53,333,98.38,1,28,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,45,363,100,3,23,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,114,411,100,0,48,1,6,0,0,0,0,1
2015,2,1,1,40,1,3,1,0,63,392,99.12,0,32,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,40,437,94.45,0,22,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,30,148,100,0,16,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,90,392,100,1,39,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,29,324,81.76,0,13,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,100,372,100,0,45,1,6,0,0,0,0,1
2015,2,1,1,40,1,1,1,0,53,366,100,0,26,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,52,304,78.52,0,11,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,76,296,100,0,28,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,75,266,100,1,38,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,36,92,89,0,24,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,77,534,100,0,39,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,82,368,100,1,37,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,48,329,100,0,24,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,26,89,85.48,1,17,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,53,365,100,0,23,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,70,273,100,0,28,1,4,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,86,454,100,0,36,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,86,366,99.56,0,31,1,6,0,0,0,0,1
2015,2,1,1,30,2,1,1,0,33,412,99.81,0,16,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,33,392,100,0,14,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,62,366,99.81,1,28,1,6,0,0,0,0,1
2015,2,1,1,30,2,1,1,0,75,364,100,0,33,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,44,380,97.81,0,21,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,40,413,95.27,0,20,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,41,377,100,0,21,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,37,446,95.15,0,20,1,6,0,0,0,0,1
2015,2,1,1,40,1,1,1,0,89,468,100,1,37,1,6,0,0,0,0,1
2015,2,1,1,40,1,1,1,0,40,408,100,0,17,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,37,482,99.19,0,18,1,6,0,0,0,0,1
2015,2,1,1,20,1,1,1,0,60,291,100,2,28,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,74,449,100,2,27,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,70,434,100,4,36,1,6,0,0,0,0,1
2015,2,1,1,40,1,2,1,0,89,384,100,0,36,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,62,487,100,0,23,1,6,0,0,0,0,1
2015,2,1,1,30,1,1,1,0,70,444,99.62,2,39,1,7,0,0,0,0,1
2015,2,1,1,30,2,1,1,0,92,182,100,0,43,1,6,0,0,0,0,1
2015,2,1,1,50,1,1,1,0,50,185,76.22,2,19,1,7,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,49,293,100,0,20,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,75,174,100,3,37,1,6,0,0,0,0,1
2015,2,1,1,30,2,1,1,0,59,174,100,0,28,1,6,0,0,0,0,1
2015,2,1,1,50,1,1,1,0,24,171,86.84,0,3,1,6,0,0,0,0,1
2015,2,1,1,40,1,1,1,0,36,213,100,1,17,1,6,0,0,0,0,1
2015,2,1,1,50,2,1,1,0,107,166,100,2,43,1,5,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,46,174,100,0,22,1,6,0,0,0,0,1
2015,2,1,1,20,2,1,1,0,30,94,86.26,0,17,1,6,0,0,0,0,1
2015,2,1,1,40,2,1,1,0,45,241,100,0,18,1,4,0,0,0,0,1
2015,2,4,1,40,1,1,1,0,72,537,100,1,29,0,7,4.08,100,7,0,0
2015,2,4,1,50,2,1,0,0,37,100,100,0,16,0,2,3.92,100,7,0,0
2015,2,4,1,40,2,1,1,0,34,94,74.89,0,13,0,6,3.92,100,7,0,0
2015,2,4,1,50,1,1,1,0,59,415,100,0,21,0,6,3.5,100,7,0,0
2015,2,4,1,40,1,3,1,0,44,257,99.56,0,20,0,6,3.75,100,7,0,0
2015,2,4,1,60,1,1,0,0,97,230,97.03,1,39,0,6,2.67,100,7,0,0
2015,2,4,1,40,2,3,1,0,43,170,100,14,17,0,3,4.43,100,7,0,0
2015,2,4,1,30,1,3,1,0,53,197,100,6,19,0,4,3.5,100,7,0,0
2015,2,4,1,30,1,1,0,0,76,265,100,0,28,0,6,2.83,100,7,0,0
2015,2,4,1,40,1,1,1,0,31,64,96.33,0,14,0,6,3.2,100,7,0,0
2015,2,4,1,60,1,3,1,0,111,262,100,1,47,0,6,3,100,7,0,0
2015,2,4,1,30,1,1,1,0,17,85,97.2,0,8,0,6,2.17,100,7,0,0
2015,2,4,1,40,2,1,1,0,23,44,100,1,9,0,5,3,100,7,0,0
2015,2,4,1,50,1,1,1,0,40,186,94.94,0,18,0,6,3.24,100,7,0,0
2015,2,4,1,20,2,1,1,0,52,166,100,1,19,0,3,3.93,100,7,0,0
2015,2,4,1,30,2,1,1,0,42,332,100,0,20,0,6,3.08,100,7,0,0
2015,2,4,1,50,1,1,0,0,51,137,98.69,0,18,0,4,3.33,100,7,0,0
2015,2,4,1,30,1,1,1,0,47,381,99.01,0,24,0,6,4.08,100,7,0,0
2015,2,4,1,50,1,1,1,0,42,349,100,2,19,0,5,4.5,100,7,0,0
2015,2,4,1,30,1,1,0,0,40,305,100,0,16,0,6,4.25,100,7,0,0
2015,2,4,1,50,1,1,1,0,44,99,96.39,0,20,0,3,3.4,100,7,0,0
2015,2,4,1,30,1,1,0,0,41,182,100,0,15,0,6,3.24,100,7,0,0
2015,2,4,1,40,2,1,1,0,54,204,100,0,25,0,6,4,100,7,0,0
2015,2,4,1,30,1,1,0,0,26,185,79.88,0,14,0,6,1.88,100,7,0,0
2015,2,4,1,40,1,1,1,0,18,180,94.03,0,9,0,6,3,100,7,0,0
2015,2,4,1,40,1,1,1,0,45,256,100,1,20,0,5,3.25,100,7,0,0
2015,2,4,1,30,1,1,1,0,20,89,100,0,12,0,6,3.33,100,7,0,0
2015,2,4,1,20,1,1,1,0,12,32,96.98,0,5,0,3,2.83,0,7,0,0
2015,2,4,1,50,1,1,1,0,75,311,100,0,33,0,6,3.86,100,7,0,0
2015,2,4,1,40,1,1,1,0,53,26,100,1,21,0,1,4.42,100,7,0,0
2015,2,4,1,40,2,1,0,0,26,75,82.32,0,15,0,5,2.5,100,7,0,0
2015,2,4,1,40,1,1,1,0,57,254,100,10,20,0,4,3.75,100,7,0,0
2015,2,3,1,30,1,1,1,0,39,313,100,0,16,0,4,3.5,100,5,0,0
2015,2,4,1,40,2,1,0,0,28,142,100,0,15,0,6,3,100,7,0,0
2015,2,4,1,30,1,1,1,0,30,194,98.69,0,16,0,4,4,100,7,0,0
2015,2,4,1,40,1,1,1,0,28,271,100,0,13,0,4,3.92,100,7,0,0
2015,2,4,1,40,1,1,1,0,47,516,97.25,1,13,0,6,1.83,0,7,0,0
2015,2,4,1,40,2,1,0,0,24,33,100,3,9,0,1,4.08,100,7,0,0
2015,2,4,1,40,2,1,0,0,39,288,100,0,15,0,6,3.08,100,7,0,0
2015,2,4,1,40,2,1,1,0,52,332,100,0,27,0,6,3.08,100,7,0,0
2015,2,4,1,40,1,2,1,0,40,185,95.4,0,10,0,4,2.5,100,7,0,0
2015,2,4,1,40,2,3,0,0,42,220,98.22,0,17,0,5,2.67,100,7,0,0
2015,2,4,1,40,2,1,1,0,48,127,100,0,21,0,4,4.5,100,7,0,0
2015,2,3,1,20,1,1,1,0,22,71,86.55,0,7,0,4,0.75,0,5,0,0
2015,2,4,1,50,2,1,1,0,57,393,98.87,2,23,0,7,4.5,100,7,0,0
2015,2,4,1,50,2,1,1,0,78,210,100,0,33,0,5,4.4,100,7,0,0
2015,2,4,1,50,1,1,1,0,36,262,100,0,19,0,6,2.75,100,7,0,0
2015,2,4,1,50,2,1,1,0,57,142,100,0,27,0,3,3.5,100,7,0,0
2015,2,4,1,50,2,1,1,0,55,239,97.76,0,23,0,6,3.83,100,7,0,0
2015,2,4,1,30,2,1,1,0,27,67,100,0,12,0,2,3.29,100,7,0,0
2015,2,4,1,20,1,1,0,0,13,243,91.47,0,7,0,4,1.38,0,7,0,0
2015,2,4,1,40,2,1,1,0,50,349,100,0,17,0,7,3.75,100,7,0,0
2015,2,4,1,50,1,2,1,0,38,362,98.52,0,16,0,6,2.08,100,7,0,0
2015,2,4,1,40,1,1,1,0,34,306,100,0,13,0,6,3.42,100,7,0,0
2015,2,4,1,50,2,1,0,0,73,26,100,1,28,0,1,4.1,100,7,0,0
2015,2,4,1,40,1,3,0,0,13,66,95.79,0,7,0,6,2.25,100,7,0,0
2015,2,4,1,40,2,1,1,0,66,198,95.2,0,31,0,5,4.08,100,7,0,0
2015,2,4,1,40,2,1,1,0,48,236,100,4,20,0,6,4.25,100,7,0,0
2015,2,4,1,30,2,1,0,0,44,348,98.71,0,16,0,7,3.58,100,7,0,0
2015,2,4,1,40,2,1,0,0,16,20,93.33,0,9,0,1,3.3,100,7,0,0
2015,2,4,1,20,2,1,1,0,27,245,98.52,0,9,0,3,3.43,100,7,0,0
2015,2,4,1,20,1,1,1,0,29,26,100,0,16,0,4,3.25,100,7,0,0
2015,2,4,1,20,2,1,1,0,23,93,100,0,11,0,3,3.71,100,7,0,0
2015,2,4,1,50,1,3,1,0,46,283,95.2,1,17,0,5,2.83,100,7,0,0
