ci_year,ci_term,si_grad,si_ent_gubun,agescale,si_sex,si_last_hak,schoarYn,accept_point,avg_logincnt,avg_att_time,avg_att_rate,avg_bbscnt,avg_startlogin,entYn,classcnt,pre_avg_te_avg,pre_avg_te_passrate,pre_gradcnt,counsel,stdResult
2015,1,4,1,60,1,1,1,0,87,228,99.56,0,38,0,5,3.5,100,7,0,1
2015,1,4,1,30,2,1,1,0,26,112,85.52,0,18,0,4,2,100,10,0,1
2015,1,4,1,40,2,2,0,0,26,178,100,0,13,0,3,2.5,100,10,0,1
2015,1,4,1,20,1,2,0,0,8,100,84.21,0,5,0,6,2,100,8,0,1
2015,1,4,1,30,1,2,0,0,5,4,81.58,0,4,0,1,0,0,12,0,1
2015,1,4,1,40,1,1,1,0,82,236,100,0,37,0,6,3.82,100,7,0,1
2015,1,4,1,40,2,2,0,0,61,132,100,0,30,0,3,3.25,100,10,0,1
2015,1,4,1,40,1,2,0,0,17,29,86.89,0,8,0,4,2.75,100,11,0,1
2015,1,4,1,40,2,1,0,0,36,66,100,2,15,0,2,3.63,100,8,0,1
2015,1,4,1,50,2,2,1,0,69,192,100,0,30,0,5,3.43,100,7,0,1
2015,1,4,1,30,1,1,1,0,57,291,86.42,0,27,0,4,2.1,100,7,0,1
2015,1,4,1,30,2,2,0,0,17,279,92.88,1,9,0,6,2.75,100,9,0,1
2015,1,4,2,30,1,2,0,70,35,24,97.06,0,18,0,2,2.08,0,2,1,1
2015,1,4,2,20,1,2,0,70,21,214,71.08,1,10,0,6,2.33,100,2,0,1
2015,1,4,2,30,1,1,0,35,11,72,94.12,0,4,0,1,3,100,8,0,1
2015,1,3,1,20,1,2,0,0,73,277,100,1,35,0,6,2.75,100,5,0,1
2015,1,4,1,20,1,1,0,0,6,89,86.25,0,4,0,6,2.5,100,7,0,1
2015,1,4,2,30,1,3,1,35,49,165,100,0,24,0,5,2.3,100,4,0,1
2015,1,4,2,20,2,3,0,35,23,76,98.69,0,14,0,2,2.71,100,4,0,1
2015,1,4,2,40,1,1,1,35,20,73,100,0,10,0,2,2.27,100,7,0,1
2015,1,4,2,60,1,2,1,70,22,67,100,0,10,0,1,4,100,5,0,1
2015,1,4,2,50,2,3,1,70,21,190,100,2,10,0,3,4,100,6,0,1
2015,1,4,2,20,2,2,0,70,48,178,86.84,0,25,0,4,3.8,100,4,0,1
2015,1,4,2,30,2,2,1,70,50,189,100,0,26,0,6,2.92,100,3,0,1
2015,1,4,2,20,2,2,0,70,48,167,94.74,0,20,0,4,2.63,100,4,0,1
2015,1,4,2,30,1,2,0,70,42,168,100,0,13,0,3,1.9,100,4,0,1
2015,1,4,2,30,2,2,0,70,35,137,94.43,0,12,0,2,2.33,100,4,0,1
2015,1,4,2,30,1,2,1,70,32,233,97.14,0,9,0,3,1.23,0,6,0,1
2015,1,4,2,30,1,2,1,70,32,454,92.98,0,13,0,6,2.83,100,2,0,1
2015,1,4,2,30,1,2,1,70,32,176,88.38,0,16,0,3,1.33,0,4,0,1
2015,1,4,2,30,1,2,0,70,29,283,78.99,1,16,0,4,1.42,0,6,0,1
2015,1,4,2,30,1,1,1,70,14,42,66.45,0,9,0,4,2.29,100,6,0,1
2015,1,4,2,30,1,2,0,70,54,303,100,0,24,0,4,3.38,100,3,0,1
2015,1,4,2,40,2,2,0,70,28,126,100,0,13,0,6,1.58,100,2,0,1
2015,1,4,2,40,2,3,0,35,32,10,100,0,15,0,1,3.5,100,15,0,1
2015,1,4,1,30,1,2,0,0,4,9,57.89,0,2,0,2,1.83,0,13,0,1
2015,1,4,1,30,2,1,0,0,15,14,81.58,0,5,0,1,0,0,14,0,1
2015,1,4,2,30,1,2,0,70,19,72,97.06,0,8,0,1,2.5,100,7,0,1
2015,1,4,2,40,1,4,0,53,4,25,57.89,0,4,0,1,0,0,10,0,1
2015,1,4,1,30,1,2,0,0,70,60,100,1,39,0,2,3.25,100,11,0,1
2015,1,4,2,30,2,2,0,35,7,20,71.05,0,5,0,1,3.75,100,8,0,1
2015,1,4,2,40,2,2,0,70,2,0,0,0,1,0,1,2.21,100,6,0,1
2015,1,4,2,40,1,3,0,70,40,20,100,1,12,0,1,4.5,100,6,0,1
2015,1,4,2,40,2,2,0,35,72,189,97.23,0,32,0,5,2.5,100,7,0,1
2015,1,4,2,30,1,3,0,70,79,188,100,0,30,0,6,3.75,100,4,0,1
2015,1,4,2,30,2,2,0,70,28,67,97.78,0,14,0,1,3.5,100,7,0,1
2015,1,4,2,40,2,2,0,70,12,93,81.58,0,8,0,1,0,0,6,0,1
2015,1,4,2,30,1,2,0,70,13,25,68.29,0,7,0,4,2.5,100,10,0,1
2015,1,4,2,30,2,2,1,70,10,17,94.74,0,5,0,1,2.88,100,7,0,1
2015,1,4,1,40,1,2,0,0,13,43,92.41,0,6,0,3,2.33,100,9,0,1
2015,1,4,1,50,2,2,1,0,39,109,93.42,0,18,0,4,2.8,100,9,0,1
2015,1,4,1,30,2,2,0,0,19,171,92.98,0,9,0,3,3.5,100,9,0,1
2015,1,4,1,40,1,2,0,0,31,251,100,0,15,0,4,0.63,0,11,0,1
2015,1,4,1,20,1,2,1,0,83,378,100,1,35,0,7,3.75,100,7,0,1
2015,1,4,1,40,2,2,0,0,16,33,100,0,7,0,1,1.75,0,12,0,1
2015,1,4,1,30,1,2,0,0,28,310,100,0,9,0,3,1.5,0,11,0,1
2015,1,4,1,20,1,2,0,0,39,185,100,0,17,0,5,2.92,100,9,0,1
2015,1,4,2,20,2,3,1,35,23,123,86.18,0,14,0,4,0.4,0,8,0,1
2015,1,4,2,30,1,3,0,35,25,67,97.37,0,10,0,2,3.25,100,7,0,1
2015,1,4,2,30,2,3,0,35,29,338,100,0,11,0,3,3.33,100,7,0,1
2015,1,4,2,30,1,2,1,35,43,209,100,0,22,0,4,3.3,100,5,0,1
2015,1,4,2,30,2,2,0,70,22,26,100,0,9,0,1,4,100,4,0,1
2015,1,4,2,30,2,2,0,70,17,44,92.77,1,8,0,4,2,100,6,0,1
2015,1,4,2,40,1,2,0,70,8,10,92.11,0,5,0,1,2.5,100,8,0,1
2015,1,4,2,30,2,2,0,70,9,4,84.21,0,5,0,1,2.17,100,7,0,1
2015,1,4,2,30,1,2,0,70,12,29,92.11,0,6,0,1,3.3,100,4,0,1
2015,1,4,2,30,2,2,1,70,31,61,94.17,0,13,0,3,4.17,100,4,0,1
2015,1,4,2,20,2,2,1,70,37,135,100,0,18,0,4,4,100,3,0,1
2015,1,4,2,30,2,3,0,70,9,2,43.33,0,7,0,1,1.5,100,6,0,1
2015,1,4,2,30,2,2,0,70,77,235,100,0,36,0,4,3.63,100,3,0,1
2015,1,4,2,20,2,2,0,70,40,126,100,0,18,0,4,1.25,0,3,0,1
2015,1,4,2,30,2,3,1,70,3,6,53.33,0,2,0,1,3.08,100,3,0,1
2015,1,4,2,20,2,2,0,70,14,33,94.44,0,8,0,1,2.5,100,5,0,1
2015,1,4,2,30,2,3,0,70,36,52,100,1,15,0,4,3.67,100,4,0,1
2015,1,4,2,40,2,3,0,70,10,26,92.11,0,4,0,1,3,100,7,0,1
2015,1,4,2,20,2,2,0,70,17,137,85.53,0,9,0,2,0,0,4,0,1
2015,1,4,2,40,2,2,1,70,21,22,100,0,9,0,1,3.25,100,8,0,1
2015,1,4,1,30,1,2,0,0,27,66,94.04,0,13,0,6,2.8,100,8,0,1
2015,1,4,1,40,1,2,1,0,15,41,97.27,0,6,0,3,3.33,100,7,0,1
2015,1,4,1,40,2,1,1,0,4,6,52.63,0,4,0,1,2.83,100,10,0,1
2015,1,4,1,40,2,1,1,0,35,57,100,2,16,0,2,4,100,6,0,1
2015,1,4,1,30,1,2,0,0,21,178,97.29,0,12,0,4,1.17,0,10,0,1
2015,1,4,2,30,2,4,0,70,36,59,100,1,11,0,2,4.38,100,6,0,1
2015,1,3,2,20,2,2,1,70,27,103,100,0,13,0,5,3,100,1,0,1
2015,1,4,2,40,1,3,0,70,11,66,73.68,0,8,0,1,2.38,100,5,0,1
2015,1,4,2,20,2,2,0,70,34,163,94.74,0,17,0,4,3.17,100,3,0,1
2015,1,4,2,20,1,2,0,70,23,202,92.11,0,13,0,4,1.32,0,3,0,1
2015,1,4,2,30,2,2,0,70,18,141,84.21,0,14,0,4,0,0,5,0,1
2015,1,4,2,30,1,2,0,70,40,145,100,0,18,0,4,3.5,100,3,0,1
2015,1,4,2,30,2,2,1,70,62,250,100,3,26,0,7,2.08,100,5,0,1
2015,1,4,2,40,2,2,0,70,18,92,97.2,0,8,0,4,4,100,3,1,1
2015,1,4,2,20,1,3,0,70,16,111,100,0,6,0,7,3.6,100,2,0,1
2015,1,4,2,30,2,2,1,70,5,13,60.53,0,5,0,2,3.5,100,5,0,1
2015,1,4,2,60,1,4,1,70,31,81,94.74,5,12,0,3,2.25,100,5,0,1
2015,1,4,2,20,2,2,1,70,11,36,85.77,0,5,0,4,1.33,0,4,0,1
2015,1,4,2,30,2,2,0,70,23,33,100,0,12,0,1,3.92,100,4,0,1
2015,1,4,2,30,2,2,0,70,23,106,75.66,1,9,0,4,0,0,5,0,1
2015,1,4,2,30,2,2,1,70,102,236,100,4,44,0,7,3.75,100,2,0,1
2015,1,4,2,20,2,2,0,70,20,91,84.21,0,13,0,6,1.83,0,4,0,1
2015,1,4,2,40,1,2,0,70,11,6,96.67,0,5,0,1,2,0,5,0,1
2015,1,4,2,20,2,3,0,70,9,74,89.47,0,4,0,4,0,0,5,0,1
2015,1,4,2,40,2,2,0,70,40,67,100,0,16,0,2,3.64,100,6,0,1
2015,1,4,2,50,1,3,0,70,83,190,100,0,41,0,6,3.75,100,3,0,1
2015,1,4,2,30,2,2,0,70,28,299,87.5,0,14,0,4,2.75,100,4,0,1
2015,1,4,2,20,2,2,0,70,36,236,94.87,0,15,0,4,3.6,100,3,0,1
2015,1,4,2,30,1,2,0,70,33,31,97.2,0,9,0,5,4.17,100,2,0,1
2015,1,4,2,20,2,2,0,70,67,74,100,0,31,0,2,2.42,0,4,1,1
2015,1,4,2,30,1,2,1,70,6,53,73.14,0,1,0,5,2.63,100,5,0,1
2015,1,4,2,30,1,2,1,70,13,31,88.48,0,7,0,3,2.25,100,4,0,1
2015,1,4,2,30,2,2,0,70,19,67,97.37,0,7,0,2,3,100,6,0,1
2015,1,4,2,30,1,2,1,70,8,8,70.18,0,3,0,2,0.68,0,6,0,1
2015,1,4,2,30,1,3,0,70,59,163,100,0,25,0,3,4.33,100,2,0,1
2015,1,4,2,30,1,2,0,70,18,20,73.68,0,13,0,1,4.5,100,5,0,1
2015,1,4,2,30,1,2,1,70,13,20,78.95,0,6,0,1,1.5,0,5,0,1
2015,1,4,2,50,1,3,1,70,50,33,100,0,24,0,1,4.5,100,6,0,1
2015,1,4,2,20,1,2,0,70,36,337,100,0,12,0,6,3.08,100,2,0,1
2015,1,4,2,40,1,2,0,70,23,64,100,0,9,0,1,4.5,100,5,0,1
2015,1,4,2,30,1,2,0,70,15,23,92.11,0,9,0,2,4.5,100,6,0,1
2015,1,4,2,30,1,2,0,70,18,22,97.37,1,9,0,1,4.5,100,5,0,1
2015,1,4,2,20,2,2,0,70,29,121,94.5,0,14,0,3,3.9,100,4,0,1
2015,1,4,2,30,2,2,0,70,37,155,94.08,1,17,0,4,2.17,100,3,0,1
2015,1,4,2,30,2,2,1,70,23,105,97.2,0,11,0,4,0,0,6,0,1
2015,1,4,1,40,2,2,0,0,61,212,99.56,0,29,0,6,2.75,100,6,0,1
2015,1,4,1,20,2,2,0,0,31,246,97.9,2,13,0,5,3.2,100,6,0,1
2015,1,4,1,50,1,1,0,0,17,67,92.57,0,12,0,4,2.5,100,10,0,1
2015,1,4,1,30,1,2,0,0,10,22,97.37,0,4,0,3,3,100,6,0,1
2015,1,4,1,20,1,3,1,0,37,535,100,1,14,0,7,3.57,100,6,0,1
2015,1,4,1,60,1,2,0,0,52,241,96.66,0,27,0,6,1.5,0,8,0,1
2015,1,4,1,40,2,2,0,0,12,25,84.21,0,6,0,1,0,0,8,0,1
2015,1,4,1,30,2,1,1,0,22,109,95.18,0,12,0,6,2.42,100,6,0,1
2015,1,4,1,20,2,1,1,0,30,85,87.45,0,19,0,4,2.75,100,8,0,1
2015,1,4,1,30,2,1,1,0,57,180,100,0,18,0,6,2.25,100,8,0,1
2015,1,4,1,30,1,2,0,0,59,169,100,1,23,0,3,4.5,100,6,0,1
2015,1,4,1,30,1,2,1,0,55,236,100,0,21,0,5,3.5,100,6,0,1
2015,1,4,1,30,2,2,0,0,28,310,100,0,14,0,6,3.5,100,10,0,1
2015,1,4,1,30,2,3,0,0,43,329,100,0,16,0,6,2.33,100,10,0,1
2015,1,3,1,20,1,3,1,0,44,55,100,1,29,0,6,3,0,4,0,1
2015,1,3,1,20,2,2,1,0,19,75,91.29,0,12,0,6,2.5,100,4,0,1
2015,1,4,1,30,1,1,1,0,19,162,73.25,0,7,0,4,0,0,9,0,1
2015,1,4,2,20,2,2,1,35,57,201,99.41,1,18,0,5,3.92,100,4,0,1
2015,1,4,2,30,1,2,0,35,33,366,97.94,0,17,0,5,2.9,100,6,0,1
2015,1,4,2,30,2,3,0,35,53,227,97.83,0,21,0,5,3.5,100,4,0,1
2015,1,4,2,20,1,3,0,35,10,72,47.37,0,8,0,4,1.13,0,6,0,1
2015,1,4,2,30,1,2,0,35,16,67,99.72,0,10,0,6,1.75,0,6,0,1
2015,1,4,2,50,1,3,1,35,69,113,100,1,29,0,4,4.33,100,6,0,1
2015,1,4,2,20,2,3,1,35,58,214,99.34,0,29,0,7,3.5,100,5,0,1
2015,1,4,2,30,2,3,0,35,18,35,100,0,9,0,4,1.41,100,6,0,1
2015,1,4,2,30,1,2,0,35,61,169,100,0,23,0,4,3,100,6,0,1
2015,1,4,2,20,1,3,0,35,31,301,100,0,12,0,4,1.83,0,5,0,1
2015,1,4,2,40,1,3,0,35,45,250,84.21,0,23,0,5,2.5,100,5,0,1
2015,1,4,2,50,1,3,1,35,48,193,100,0,12,0,5,3.6,100,5,0,1
2015,1,3,2,30,2,2,1,35,56,229,100,0,20,0,7,3.79,100,3,0,1
2015,1,4,2,20,2,2,0,35,18,147,92.77,0,7,0,4,1,0,5,0,1
2015,1,3,2,30,1,3,1,35,40,336,100,0,14,0,6,4.42,100,3,0,1
2015,1,4,2,20,2,2,0,35,27,65,97.2,1,8,0,4,1.86,0,4,0,1
2015,1,4,2,20,1,1,0,35,17,62,96.49,0,7,0,6,1.92,0,5,0,1
2015,1,4,1,20,2,1,0,0,17,94,94.13,1,8,0,6,2.67,100,7,0,1
2015,1,4,1,20,1,3,1,0,43,29,100,0,18,0,2,3.57,100,6,0,1
2015,1,3,1,30,2,1,1,0,39,390,100,0,18,0,5,3.87,100,5,0,1
2015,1,4,1,30,1,1,0,0,25,361,97.17,0,9,0,5,2.63,100,8,0,1
2015,1,4,1,30,2,1,1,0,41,304,100,0,16,0,5,3.5,100,6,0,1
2015,1,4,1,30,1,1,1,0,44,42,100,0,26,0,2,3.58,100,7,0,1
2015,1,4,1,30,1,3,1,0,36,143,94.74,0,16,0,5,2.79,100,8,0,1
2015,1,4,1,40,2,1,1,0,32,552,93.59,0,15,0,7,3.5,100,8,0,1
2015,1,3,1,50,1,1,1,0,51,265,94.77,0,24,0,6,3.13,100,4,0,1
2015,1,3,1,60,1,2,1,0,80,212,100,0,30,0,6,3.75,100,5,0,1
2015,1,4,1,50,1,1,1,0,102,287,100,2,45,0,6,4,100,7,0,1
2015,1,4,1,50,1,1,1,0,1,0,27.02,0,1,0,4,0,0,7,0,1
2015,1,4,1,30,2,1,0,0,35,51,97.25,0,20,0,6,1.6,0,7,0,1
2015,1,4,1,20,2,1,1,0,15,126,81.14,0,3,0,6,1.83,0,7,0,1
2015,1,4,1,30,2,1,0,0,11,31,84.21,0,8,0,4,1.4,0,6,0,1
2015,1,4,1,20,2,1,1,0,11,73,85.01,0,5,0,7,3.94,100,7,0,1
2015,1,4,1,30,2,1,1,0,66,240,100,0,30,0,5,4.08,100,7,0,1
2015,1,4,1,30,1,1,1,0,21,35,97.32,0,9,0,6,2.17,100,7,0,1
2015,1,4,1,50,2,1,1,0,63,385,99.12,0,27,0,6,3,100,6,0,1
2015,1,4,1,40,2,1,1,0,26,84,93.86,0,10,0,6,3.5,100,6,0,1
2015,1,4,1,40,2,1,0,0,36,143,100,0,16,0,3,2.63,100,8,0,1
2015,1,4,1,30,2,1,0,0,56,151,95.26,0,27,0,4,3.17,100,6,0,1
2015,1,4,1,40,2,1,0,0,78,136,100,0,37,0,4,3.3,100,8,0,1
2015,1,4,1,30,2,2,1,0,57,135,100,0,26,0,4,4.07,100,6,0,1
2015,1,4,1,30,1,1,0,0,37,37,100,0,15,0,6,3.36,100,6,0,1
2015,1,4,1,30,1,1,0,0,20,33,100,0,9,0,1,3.25,100,8,0,1
2015,1,4,1,40,1,2,0,0,9,71,85.96,0,5,0,3,1.75,0,8,0,1
2015,1,4,1,40,1,2,1,0,61,288,100,0,34,0,5,2.67,100,8,0,1
2015,1,3,1,50,1,1,0,0,38,151,100,0,19,0,4,2.25,100,4,0,1
2015,1,4,1,30,1,1,0,0,14,38,71.05,0,12,0,4,2.25,100,6,0,1
2015,1,4,1,40,1,1,0,0,24,78,100,0,12,0,4,2.5,100,8,0,1
2015,1,3,1,30,1,1,0,0,19,34,94.74,0,7,0,5,1.7,0,4,0,1
2015,1,4,1,20,2,1,1,0,19,119,91.58,0,7,0,4,1.7,0,8,0,1
2015,1,4,1,20,2,2,1,0,68,322,100,0,33,0,6,1.97,100,8,0,1
2015,1,4,1,40,2,1,1,0,22,43,100,0,9,0,4,3.3,100,7,1,1
2015,1,3,1,30,2,1,0,0,47,286,87.89,0,24,0,6,2.42,100,4,0,1
2015,1,4,1,30,2,1,1,0,43,276,99.38,0,18,0,6,2.08,0,8,0,1
2015,1,3,1,20,2,1,1,0,18,102,78.29,0,11,0,4,0,0,5,0,1
2015,1,3,1,40,2,1,0,0,57,174,100,0,27,0,5,3.8,100,4,0,1
2015,1,4,1,40,1,2,1,0,27,115,90.35,0,14,0,3,2,100,8,0,1
2015,1,4,1,40,2,2,0,0,21,120,66.23,0,15,0,6,1.83,0,6,0,1
2015,1,4,1,20,1,1,0,0,17,295,95.53,0,7,0,4,0,0,8,0,1
2015,1,4,1,20,2,1,1,0,31,56,89,0,13,0,6,2.42,0,6,0,1
2015,1,4,1,20,1,1,0,0,23,209,89.3,0,11,0,4,2.13,100,8,0,1
2015,1,4,1,20,2,1,0,0,32,75,94.74,0,11,0,6,1.5,0,8,0,1
2015,1,4,1,20,1,3,0,0,41,212,94.64,2,30,0,6,3.33,100,6,0,1
2015,1,4,1,30,1,2,0,0,15,178,84.59,0,9,0,4,0.96,0,8,0,1
2015,1,4,1,30,1,1,0,0,21,135,97.37,0,11,0,3,3.5,100,8,0,1
2015,1,3,1,30,1,1,0,0,30,172,90.92,0,17,0,4,2.63,100,4,0,1
2015,1,4,1,30,1,3,0,0,22,58,94.74,0,6,0,5,1.75,100,8,0,1
2015,1,4,1,40,2,1,0,0,43,178,100,0,19,0,3,4.07,100,7,0,1
2015,1,4,1,50,2,2,0,0,45,291,100,0,22,0,5,2.83,100,8,0,1
2015,1,4,1,40,1,1,0,0,20,44,94.74,0,9,0,3,2.17,100,7,0,1
2015,1,4,1,40,1,1,1,0,27,61,91.56,0,15,0,6,3.2,100,7,0,1
2015,1,4,1,30,1,1,0,0,26,74,100,0,15,0,6,2.24,100,6,0,1
2015,1,4,1,40,1,1,1,0,36,81,94.4,0,15,0,5,4,100,8,0,1
2015,1,4,1,40,2,1,1,0,81,194,100,1,37,0,6,4.3,100,7,0,1
2015,1,3,1,30,1,1,0,0,45,267,99.63,0,23,0,6,2.83,100,5,0,1
2015,1,4,1,40,2,1,1,0,50,240,95.65,0,23,0,3,0.5,0,8,0,1
2015,1,4,1,40,1,1,1,0,54,247,99.72,0,28,0,4,0.96,0,8,0,1
2015,1,4,1,40,1,1,0,0,5,20,89.47,0,3,0,2,2.5,100,8,0,1
2015,1,3,1,20,2,1,1,0,30,259,96.71,0,16,0,4,3.9,100,5,0,1
2015,1,4,1,20,1,1,0,0,45,299,98.69,0,17,0,6,2.67,100,6,0,1
2015,1,4,1,20,1,1,0,0,31,178,97.25,0,14,0,6,3.21,100,6,0,1
2015,1,3,1,20,1,1,0,0,71,332,100,0,35,0,6,1.83,100,4,0,1
2015,1,3,1,40,2,1,1,0,59,228,99.56,0,27,0,6,3.83,100,4,0,1
2015,1,4,1,40,2,1,0,0,62,261,99.08,0,24,0,5,3.92,100,7,0,1
2015,1,4,1,40,2,1,0,0,38,190,90.35,0,18,0,6,2.58,100,7,0,1
2015,1,4,1,20,1,1,1,0,24,34,97.37,0,15,0,6,2.5,0,7,0,1
2015,1,4,1,50,2,1,0,0,48,199,100,0,20,0,3,3.5,100,8,1,1
2015,1,4,1,60,1,3,0,0,70,256,99.25,0,32,0,7,3.5,100,6,0,1
2015,1,4,1,50,2,1,0,0,46,126,100,0,20,0,4,3.25,100,7,0,1
2015,1,4,1,30,2,1,0,0,44,156,99.06,0,17,0,4,1.25,100,6,0,1
2015,1,4,1,40,2,1,1,0,74,243,100,0,31,0,6,3.75,100,6,0,1
2015,1,4,1,50,1,1,0,0,41,289,100,0,22,0,4,3.88,100,8,0,1
2015,1,4,1,30,1,1,1,0,33,85,99.56,0,12,0,6,3.17,100,6,0,1
2015,1,4,1,30,1,1,0,0,21,128,100,0,15,0,4,3.38,100,8,0,1
2015,1,4,1,20,1,3,1,0,13,8,89.47,0,7,0,1,3.25,100,8,0,1
2015,1,4,1,30,1,1,1,0,50,231,100,0,17,0,7,3.93,100,6,0,1
2015,1,3,1,20,2,1,0,0,27,140,100,0,12,0,5,3.75,100,5,0,1
2015,1,3,1,20,2,1,1,0,98,351,100,2,41,0,6,4.29,100,4,0,1
2015,1,3,1,40,1,1,1,0,83,166,100,0,35,0,5,4,100,4,0,1
2015,1,4,1,30,2,1,1,0,17,259,98.25,0,9,0,6,2.92,100,6,0,1
2015,1,4,1,40,2,1,0,0,77,184,100,0,34,0,4,2.5,100,8,0,1
2015,1,4,1,20,2,1,0,0,1,0,25.5,0,1,0,3,0,0,8,0,1
2015,1,4,1,20,2,1,0,0,3,6,50,0,3,0,1,1.92,0,8,0,1
2015,1,3,1,60,2,1,0,0,74,161,100,0,32,0,3,3,100,4,0,1
2015,1,3,1,30,1,1,0,0,51,317,95.91,0,22,0,4,2.75,100,5,0,1
2015,1,3,1,20,1,3,1,0,78,174,98.75,0,34,0,6,2.75,100,5,0,1
2015,1,4,1,30,1,1,1,0,15,84,100,0,7,0,5,2.9,100,7,0,1
2015,1,4,1,30,1,1,1,0,14,185,90.3,0,5,0,3,3.08,100,7,0,1
2015,1,4,1,50,1,1,1,0,110,255,100,26,44,0,4,3.88,100,7,0,1
2015,1,4,1,30,2,1,0,0,23,61,97.37,0,10,0,6,3.92,100,6,0,1
2015,1,4,2,20,2,2,0,70,80,296,100,0,31,0,6,3.83,100,2,0,1
2015,1,4,2,20,2,2,1,70,64,306,100,4,26,0,6,4.5,100,2,0,1
2015,1,4,2,20,1,2,1,70,12,8,84.21,0,6,0,1,2.17,0,4,0,1
2015,1,4,2,20,2,2,0,70,26,154,97.16,1,13,0,4,0,0,4,0,1
2015,1,4,2,20,1,2,1,70,13,98,86.34,0,6,0,6,2.5,100,4,0,1
2015,1,4,2,30,1,2,0,70,28,85,90,0,14,0,5,3.4,100,4,0,1
2015,1,4,2,20,1,2,1,70,56,140,100,0,21,0,4,3,100,4,0,1
2015,1,4,2,30,2,4,0,70,41,155,100,1,16,0,3,3.75,100,4,0,1
2015,1,4,2,20,1,2,1,70,8,40,86.45,0,2,0,4,1.25,0,4,0,1
2015,1,4,2,30,2,3,0,70,31,261,100,0,13,0,6,3.75,100,4,0,1
2015,1,4,2,20,1,2,1,70,22,65,71.77,0,13,0,3,2.5,100,4,0,1
2015,1,4,2,30,2,2,1,70,28,32,100,0,15,0,4,1.23,0,4,0,1
2015,1,4,2,20,2,2,0,70,27,215,100,0,11,0,4,1.17,0,4,0,1
2015,1,4,2,20,1,2,0,70,39,67,100,0,18,0,6,3.86,100,2,0,1
2015,1,4,2,20,2,2,0,70,19,156,97.37,0,6,0,3,3.71,100,4,0,1
2015,1,4,2,20,2,2,1,70,20,70,94.74,0,11,0,5,3.17,100,4,0,1
2015,1,4,2,50,2,2,0,70,18,90,79.71,0,11,0,3,2.38,100,4,0,1
2015,1,3,2,40,2,2,0,70,46,101,100,0,26,0,3,4.5,100,1,0,1
2015,1,4,2,20,1,2,0,70,5,27,69.73,0,2,0,4,0,0,4,0,1
2015,1,4,2,30,1,2,1,70,22,48,90.32,0,11,0,6,3,100,4,0,1
2015,1,4,2,40,2,3,0,70,16,105,55.26,0,8,0,4,3.63,100,4,0,1
2015,1,4,2,20,2,2,1,70,73,381,100,14,34,0,6,4.25,100,2,0,1
2015,1,4,2,20,2,2,0,70,38,283,100,0,13,0,6,2.75,100,4,0,1
2015,1,4,2,20,2,2,0,70,27,271,95.76,0,11,0,5,1.75,0,4,0,1
2015,1,4,2,20,2,2,0,70,47,489,97.95,0,20,0,6,2,100,4,0,1
2015,1,4,2,20,2,2,1,70,29,211,86.84,0,14,0,6,3,100,3,0,1
2015,1,4,2,20,1,2,0,70,50,345,92.54,0,19,0,6,2.88,100,4,0,1
2015,1,4,2,30,1,2,0,70,29,142,100,2,12,0,4,3.38,100,4,0,1
2015,1,4,2,20,2,2,0,70,28,135,97.37,0,8,0,2,3.5,100,4,0,1
2015,1,4,2,40,1,2,1,70,51,236,100,0,20,0,5,4.06,100,3,0,1
2015,1,4,2,20,2,2,0,70,6,6,60,0,4,0,1,3.83,100,4,0,1
2015,1,4,2,20,1,2,1,70,22,86,100,0,10,0,5,3.4,100,4,0,1
2015,1,4,2,20,1,3,0,70,23,499,91.23,0,7,0,6,2.68,100,4,0,1
2015,1,4,2,40,1,2,0,70,4,38,77.83,0,1,0,5,1.67,0,4,0,1
2015,1,4,2,20,2,2,0,70,6,73,44.74,0,3,0,6,2.25,100,2,0,1
2015,1,4,2,40,1,2,1,70,92,67,100,0,40,0,3,3.5,100,4,0,1
2015,1,4,2,20,1,3,0,70,18,4,100,0,6,0,1,3.25,100,3,0,1
2015,1,4,2,40,2,2,1,70,45,216,100,2,21,0,6,1.92,100,4,0,1
2015,1,4,2,40,2,2,1,70,24,33,97.37,0,6,0,1,2.6,100,4,0,1
2015,1,4,2,50,1,2,1,70,121,234,100,13,50,0,7,3.75,100,4,0,1
2015,1,4,2,30,2,3,1,70,45,169,100,11,17,0,5,4.5,100,4,0,1
2015,1,4,2,30,2,2,1,70,41,258,100,1,24,0,6,2.5,100,2,0,1
2015,1,4,2,20,2,2,0,70,48,191,80.39,0,20,0,6,1.92,100,4,0,1
2015,1,4,2,30,2,3,1,70,24,20,98.25,0,9,0,3,3.2,100,4,0,1
2015,1,4,2,30,2,2,0,70,61,123,100,0,25,0,7,3.64,100,4,0,1
2015,1,4,2,30,2,2,1,70,37,217,99.12,0,26,0,6,2,100,2,0,1
2015,1,4,2,20,2,2,0,70,16,45,85.67,0,6,0,6,2.5,100,4,0,1
2015,1,4,2,30,2,2,1,70,23,70,78.95,0,10,0,4,3.5,100,4,0,1
2015,1,4,2,30,2,2,0,70,45,166,100,0,23,0,4,1,100,4,0,1
2015,1,4,2,20,2,2,0,70,33,86,100,1,15,0,3,2.08,0,3,1,1
2015,1,4,2,30,2,2,0,70,8,25,89.47,0,2,0,1,3.13,100,4,0,1
2015,1,4,2,30,2,2,1,70,22,35,100,0,8,0,1,4.2,100,4,0,1
2015,1,4,2,20,2,2,1,70,11,15,88.59,0,8,0,3,2.63,100,4,0,1
